Date,Region,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
6/1/2001,Gyeongsangbuk-do,2319,10.12,1655,7.2,559,2.4,1175,5.1,664,2.9
6/1/2001,Gyeongsangnam-do,2779,10.91,1484,5.8,663,2.6,1508,5.9,1295,5.1
6/1/2001,Incheon,2344,11.15,842,4,803,3.8,1536,7.3,1502,7.1
6/1/2001,Jeju,522,11.65,217,4.8,147,3.3,264,5.9,305,6.8
6/1/2001,Jeollabuk-do,1718,10.5,1131,6.9,399,2.4,763,4.7,587,3.6
6/1/2001,Jeollanam-do,1624,9.31,1332,7.6,420,2.4,829,4.8,292,1.7
6/1/2001,Seoul,8371,9.87,2992,3.5,2426,2.9,6667,7.9,5379,6.3
6/1/2001,Ulsan,1024,11.89,311,3.6,256,3,597,6.9,713,8.3
6/1/2001,Whole country,41809,10.62,18773,4.8,11368,2.9,26465,6.7,23036,5.9
7/1/2001,Busan,2698,8.39,1477,4.6,887,2.8,1330,4.1,1221,3.8
7/1/2001,Chungcheongbuk-do,1181,9.27,730,5.7,326,2.6,556,4.4,451,3.5
7/1/2001,Chungcheongnam-do,1648,10.09,1097,6.7,417,2.6,688,4.2,551,3.4
7/1/2001,Daegu,2151,10.01,913,4.2,548,2.6,953,4.4,1238,5.8
7/1/2001,Daejeon,1338,11.26,457,3.8,337,2.8,606,5.1,881,7.4
7/1/2001,Gangwon-do,1356,10.28,857,6.5,372,2.8,573,4.3,499,3.8
7/1/2001,Gwangju,1361,11.63,503,4.3,294,2.5,539,4.6,858,7.3
7/1/2001,Gyeonggi-do,9785,12.26,3169,4,2493,3.1,4525,5.7,6616,8.3
7/1/2001,Gyeongsangbuk-do,2313,9.77,1616,6.8,528,2.2,963,4.1,697,2.9
7/1/2001,Gyeongsangnam-do,2734,10.39,1524,5.8,732,2.8,1165,4.4,1210,4.6
7/1/2001,Incheon,2339,10.76,841,3.9,806,3.7,1129,5.2,1498,6.9
7/1/2001,Jeju,554,11.96,236,5.1,156,3.4,203,4.4,318,6.9
7/1/2001,Jeollabuk-do,1643,9.72,1153,6.8,384,2.3,632,3.7,490,2.9
7/1/2001,Jeollanam-do,1710,9.48,1420,7.9,439,2.4,676,3.7,290,1.6
7/1/2001,Seoul,8597,9.82,3192,3.6,2517,2.9,5223,6,5405,6.2
7/1/2001,Ulsan,996,11.18,315,3.5,285,3.2,422,4.7,681,7.6
7/1/2001,Whole country,42404,10.42,19500,4.8,11679,2.9,20576,5.1,22904,5.6
8/1/2001,Busan,2848,8.86,1475,4.6,942,2.9,1400,4.4,1373,4.3
8/1/2001,Chungcheongbuk-do,1204,9.45,761,6,382,3,511,4,443,3.5
8/1/2001,Chungcheongnam-do,1751,10.73,1174,7.2,497,3,678,4.2,577,3.5
8/1/2001,Daegu,2248,10.46,909,4.2,554,2.6,936,4.4,1339,6.2
8/1/2001,Daejeon,1353,11.37,416,3.5,396,3.3,567,4.8,937,7.9
8/1/2001,Gangwon-do,1353,10.26,825,6.3,432,3.3,545,4.1,528,4
8/1/2001,Gwangju,1376,11.75,454,3.9,368,3.1,529,4.5,922,7.9
8/1/2001,Gyeonggi-do,9889,12.35,3170,4,2692,3.4,4277,5.3,6719,8.4
8/1/2001,Gyeongsangbuk-do,2422,10.24,1672,7.1,622,2.6,965,4.1,750,3.2
8/1/2001,Gyeongsangnam-do,2821,10.71,1538,5.8,783,3,1087,4.1,1283,4.9
8/1/2001,Incheon,2355,10.83,845,3.9,883,4.1,1099,5.1,1510,6.9
8/1/2001,Jeju,589,12.71,222,4.8,149,3.2,212,4.6,367,7.9
8/1/2001,Jeollabuk-do,1713,10.15,1115,6.6,459,2.7,612,3.6,598,3.5
8/1/2001,Jeollanam-do,1730,9.62,1451,8.1,471,2.6,677,3.8,279,1.6
8/1/2001,Seoul,9164,10.47,3041,3.5,2675,3.1,4992,5.7,6123,7
8/1/2001,Ulsan,1014,11.36,306,3.4,275,3.1,384,4.3,708,7.9
8/1/2001,Whole country,43830,10.76,19374,4.8,12741,3.1,19804,4.9,24456,6
9/1/2001,Busan,2936,9.45,1452,4.7,820,2.6,1158,3.7,1484,4.8
9/1/2001,Chungcheongbuk-do,1463,11.87,776,6.3,279,2.3,486,3.9,687,5.6
9/1/2001,Chungcheongnam-do,1829,11.58,1092,6.9,375,2.4,589,3.7,737,4.7
9/1/2001,Daegu,2299,11.06,913,4.4,512,2.5,696,3.3,1386,6.7
9/1/2001,Daejeon,1418,12.31,443,3.8,320,2.8,511,4.4,975,8.5
9/1/2001,Gangwon-do,1305,10.23,829,6.5,370,2.9,513,4,476,3.7
9/1/2001,Gwangju,1528,13.47,445,3.9,269,2.4,421,3.7,1083,9.5
9/1/2001,Gyeonggi-do,10343,13.32,3227,4.2,2386,3.1,3825,4.9,7116,9.2
9/1/2001,Gyeongsangbuk-do,2425,10.6,1634,7.1,484,2.1,755,3.3,791,3.5
9/1/2001,Gyeongsangnam-do,3013,11.82,1583,6.2,659,2.6,851,3.3,1430,5.6
9/1/2001,Incheon,2470,11.73,826,3.9,759,3.6,981,4.7,1644,7.8
9/1/2001,Jeju,577,12.86,237,5.3,147,3.3,177,3.9,340,7.6
9/1/2001,Jeollabuk-do,1806,11.06,1047,6.4,333,2,520,3.2,759,4.6
9/1/2001,Jeollanam-do,1812,10.44,1349,7.8,405,2.3,637,3.7,463,2.7
9/1/2001,Seoul,9317,11.01,3052,3.6,2368,2.8,4337,5.1,6265,7.4
9/1/2001,Ulsan,1132,13.1,316,3.7,240,2.8,291,3.4,816,9.4
9/1/2001,Whole country,45673,11.59,19221,4.9,10883,2.8,17151,4.4,26452,6.7
10/1/2001,Busan,2959,9.22,1514,4.7,910,2.8,1361,4.2,1445,4.5
10/1/2001,Chungcheongbuk-do,1318,10.36,861,6.8,369,2.9,632,5,457,3.6
10/1/2001,Chungcheongnam-do,1669,10.23,1253,7.7,383,2.3,800,4.9,416,2.6
10/1/2001,Daegu,2259,10.52,912,4.2,588,2.7,885,4.1,1347,6.3
10/1/2001,Daejeon,1341,11.27,527,4.4,348,2.9,623,5.2,814,6.8
10/1/2001,Gangwon-do,1282,9.73,987,7.5,378,2.9,718,5.5,295,2.2
10/1/2001,Gwangju,1502,12.81,468,4,271,2.3,524,4.5,1034,8.8
10/1/2001,Gyeonggi-do,10150,12.62,3410,4.2,2449,3,4889,6.1,6740,8.4
10/1/2001,Gyeongsangbuk-do,2460,10.41,1848,7.8,516,2.2,1119,4.7,612,2.6
10/1/2001,Gyeongsangnam-do,2972,11.28,1706,6.5,654,2.5,1150,4.4,1266,4.8
10/1/2001,Incheon,2454,11.28,949,4.4,779,3.6,1191,5.5,1505,6.9
10/1/2001,Jeju,592,12.76,272,5.9,126,2.7,251,5.4,320,6.9
10/1/2001,Jeollabuk-do,1776,10.54,1146,6.8,421,2.5,695,4.1,630,3.7
10/1/2001,Jeollanam-do,1793,10.01,1585,8.9,418,2.3,719,4,208,1.2
10/1/2001,Seoul,9215,10.55,3305,3.8,2371,2.7,5378,6.2,5910,6.8
10/1/2001,Ulsan,1072,12,357,4,256,2.9,442,4.9,715,8
10/1/2001,Whole country,44814,11,21100,5.2,11389,2.8,21780,5.3,23714,5.8
11/1/2001,Busan,2743,8.84,1528,4.9,919,3,2067,6.7,1215,3.9
11/1/2001,Chungcheongbuk-do,1348,10.94,847,6.9,312,2.5,985,8,501,4.1
11/1/2001,Chungcheongnam-do,1701,10.78,1269,8,376,2.4,1166,7.4,432,2.7
11/1/2001,Daegu,2173,10.45,990,4.8,533,2.6,1357,6.5,1183,5.7
11/1/2001,Daejeon,1349,11.7,483,4.2,320,2.8,978,8.5,866,7.5
11/1/2001,Gangwon-do,1267,9.94,935,7.3,353,2.8,982,7.7,332,2.6
11/1/2001,Gwangju,1342,11.81,483,4.2,266,2.3,786,6.9,859,7.6
11/1/2001,Gyeonggi-do,9540,12.21,3389,4.3,2365,3,7196,9.2,6151,7.9
11/1/2001,Gyeongsangbuk-do,2298,10.05,1782,7.8,543,2.4,1545,6.8,516,2.3
11/1/2001,Gyeongsangnam-do,2809,11,1621,6.3,630,2.5,1804,7.1,1188,4.7
11/1/2001,Incheon,2383,11.31,892,4.2,761,3.6,1775,8.4,1491,7.1
11/1/2001,Jeju,595,13.24,241,5.4,126,2.8,326,7.3,354,7.9
11/1/2001,Jeollabuk-do,1672,10.24,1149,7,290,1.8,911,5.6,523,3.2
11/1/2001,Jeollanam-do,1654,9.56,1534,8.9,379,2.2,1015,5.9,120,0.7
11/1/2001,Seoul,8842,10.47,3259,3.9,2307,2.7,7705,9.1,5583,6.6
11/1/2001,Ulsan,1037,11.98,349,4,237,2.7,703,8.1,688,7.9
11/1/2001,Whole country,42753,10.84,20751,5.3,10866,2.8,31674,8,22002,5.6
12/1/2001,Busan,2651,8.27,1550,4.8,830,2.6,2637,8.2,1101,3.4
12/1/2001,Chungcheongbuk-do,1256,9.88,871,6.8,307,2.4,1092,8.6,385,3
12/1/2001,Chungcheongnam-do,1612,9.89,1236,7.6,366,2.2,1321,8.1,376,2.3
12/1/2001,Daegu,2093,9.75,1026,4.8,464,2.2,1804,8.4,1067,5
12/1/2001,Daejeon,1277,10.71,520,4.4,312,2.6,1170,9.8,757,6.4
12/1/2001,Gangwon-do,1256,9.53,918,7,313,2.4,1029,7.8,338,2.6
12/1/2001,Gwangju,1391,11.84,460,3.9,251,2.1,1023,8.7,931,7.9
12/1/2001,Gyeonggi-do,9522,11.76,3323,4.1,2266,2.8,8556,10.6,6199,7.7
12/1/2001,Gyeongsangbuk-do,2306,9.76,1787,7.6,448,1.9,1932,8.2,519,2.2
12/1/2001,Gyeongsangnam-do,2758,10.44,1645,6.2,631,2.4,2334,8.8,1113,4.2
12/1/2001,Incheon,2334,10.72,876,4,661,3,2033,9.3,1458,6.7
12/1/2001,Jeju,635,13.67,266,5.7,150,3.2,376,8.1,369,7.9
12/1/2001,Jeollabuk-do,1662,9.8,1171,6.9,396,2.3,1215,7.2,491,2.9
12/1/2001,Jeollanam-do,1701,9.53,1464,8.2,373,2.1,1189,6.7,237,1.3
12/1/2001,Seoul,8568,9.82,3300,3.8,2327,2.7,9581,11,5268,6
12/1/2001,Ulsan,1081,12.07,314,3.5,216,2.4,894,10,767,8.6
12/1/2001,Whole country,42103,10.33,20727,5.1,10425,2.6,38558,9.5,21376,5.2
1/1/2002,Busan,2895,9.04,1615,5,950,3,2210,6.9,1280,4
1/1/2002,Chungcheongbuk-do,1546,12.16,810,6.4,378,3,835,6.6,736,5.8
1/1/2002,Chungcheongnam-do,1857,11.4,1160,7.1,445,2.7,971,6,697,4.3
1/1/2002,Daegu,2361,11,985,4.6,605,2.8,1432,6.7,1376,6.4
1/1/2002,Daejeon,1538,12.89,482,4,373,3.1,850,7.1,1056,8.9
1/1/2002,Gangwon-do,1527,11.6,856,6.5,372,2.8,817,6.2,671,5.1
1/1/2002,Gwangju,1667,14.17,537,4.6,324,2.8,849,7.2,1130,9.6
1/1/2002,Gyeonggi-do,11374,14.01,3354,4.1,2418,3,5931,7.3,8020,9.9
1/1/2002,Gyeongsangbuk-do,2517,10.65,1805,7.6,542,2.3,1521,6.4,712,3
1/1/2002,Gyeongsangnam-do,3011,11.41,1639,6.2,748,2.8,1954,7.4,1372,5.2
1/1/2002,Incheon,2766,12.69,933,4.3,807,3.7,1560,7.2,1833,8.4
1/1/2002,Jeju,571,12.29,288,6.2,168,3.6,371,8,283,6.1
1/1/2002,Jeollabuk-do,1955,11.53,1104,6.5,408,2.4,1073,6.3,851,5
1/1/2002,Jeollanam-do,2000,11.23,1446,8.1,437,2.5,978,5.5,554,3.1
1/1/2002,Seoul,10107,11.59,3280,3.8,2462,2.8,6309,7.2,6827,7.8
1/1/2002,Ulsan,1133,12.63,346,3.9,270,3,630,7,787,8.8
1/1/2002,Whole country,48825,11.97,20640,5.1,11852,2.9,28647,7,28185,6.9
2/1/2002,Busan,2673,9.25,1417,4.9,797,2.8,1632,5.6,1256,4.3
2/1/2002,Chungcheongbuk-do,1341,11.68,727,6.3,270,2.4,555,4.8,614,5.3
2/1/2002,Chungcheongnam-do,1659,11.29,1074,7.3,375,2.6,668,4.5,585,4
2/1/2002,Daegu,2101,10.83,881,4.5,473,2.4,1053,5.4,1220,6.3
2/1/2002,Daejeon,1351,12.51,425,3.9,292,2.7,554,5.1,926,8.6
2/1/2002,Gangwon-do,1298,10.93,754,6.4,335,2.8,528,4.4,544,4.6
2/1/2002,Gwangju,1426,13.39,468,4.4,238,2.2,597,5.6,958,9
2/1/2002,Gyeonggi-do,10189,13.84,2961,4,2149,2.9,4289,5.8,7228,9.8
2/1/2002,Gyeongsangbuk-do,2265,10.63,1589,7.5,461,2.2,1133,5.3,676,3.2
2/1/2002,Gyeongsangnam-do,2704,11.34,1456,6.1,590,2.5,1392,5.8,1248,5.2
2/1/2002,Incheon,2425,12.31,764,3.9,664,3.4,1034,5.2,1661,8.4
2/1/2002,Jeju,560,13.34,240,5.7,107,2.5,314,7.5,320,7.6
2/1/2002,Jeollabuk-do,1725,11.33,1042,6.8,411,2.7,751,4.9,683,4.5
2/1/2002,Jeollanam-do,1765,11,1335,8.3,408,2.5,777,4.8,430,2.7
2/1/2002,Seoul,9054,11.48,2946,3.7,2058,2.6,4818,6.1,6108,7.7
2/1/2002,Ulsan,1043,12.86,294,3.6,232,2.9,474,5.8,749,9.2
2/1/2002,Whole country,43579,11.82,18373,5,10015,2.7,20914,5.7,25206,6.8
3/1/2002,Busan,2928,9.15,1576,4.9,976,3.1,1792,5.6,1352,4.2
3/1/2002,Chungcheongbuk-do,1434,11.28,856,6.7,349,2.7,737,5.8,578,4.5
3/1/2002,Chungcheongnam-do,1833,11.27,1283,7.9,450,2.8,964,5.9,550,3.4
3/1/2002,Daegu,2337,10.88,963,4.5,560,2.6,1233,5.7,1374,6.4
3/1/2002,Daejeon,1476,12.33,523,4.4,346,2.9,788,6.6,953,8
3/1/2002,Gangwon-do,1522,11.59,946,7.2,411,3.1,762,5.8,576,4.4
3/1/2002,Gwangju,1572,13.32,537,4.6,319,2.7,735,6.2,1035,8.8
3/1/2002,Gyeonggi-do,11050,13.51,3410,4.2,2720,3.3,5628,6.9,7640,9.3
3/1/2002,Gyeongsangbuk-do,2564,10.88,1872,7.9,569,2.4,1314,5.6,692,2.9
3/1/2002,Gyeongsangnam-do,3136,11.88,1643,6.2,738,2.8,1655,6.3,1493,5.7
3/1/2002,Incheon,2633,12.06,927,4.2,844,3.9,1424,6.5,1706,7.8
3/1/2002,Jeju,621,13.34,249,5.3,150,3.2,360,7.7,372,8
3/1/2002,Jeollabuk-do,1829,10.88,1256,7.5,382,2.3,1014,6,573,3.4
3/1/2002,Jeollanam-do,1881,10.6,1493,8.4,423,2.4,996,5.6,388,2.2
3/1/2002,Seoul,9807,11.24,3365,3.9,2493,2.9,6116,7,6442,7.4
3/1/2002,Ulsan,1130,12.57,324,3.6,268,3,545,6.1,806,9
3/1/2002,Whole country,47753,11.69,21223,5.2,12146,3,26449,6.5,26530,6.5
4/1/2002,Busan,2783,9,1541,5,958,3.1,1534,5,1242,4
4/1/2002,Chungcheongbuk-do,1319,10.72,860,7,333,2.7,816,6.6,459,3.7
4/1/2002,Chungcheongnam-do,1779,11.3,1176,7.5,396,2.5,1034,6.6,603,3.8
4/1/2002,Daegu,2122,10.21,975,4.7,607,2.9,1104,5.3,1147,5.5
4/1/2002,Daejeon,1366,11.79,492,4.2,361,3.1,869,7.5,874,7.5
4/1/2002,Gangwon-do,1379,10.86,948,7.5,386,3,742,5.8,431,3.4
4/1/2002,Gwangju,1395,12.23,480,4.2,262,2.3,777,6.8,915,8
4/1/2002,Gyeonggi-do,10292,12.96,3375,4.3,2571,3.2,6045,7.6,6917,8.7
4/1/2002,Gyeongsangbuk-do,2360,10.36,1791,7.9,536,2.4,1251,5.5,569,2.5
4/1/2002,Gyeongsangnam-do,2781,10.88,1616,6.3,698,2.7,1351,5.3,1165,4.6
4/1/2002,Incheon,2179,10.3,878,4.2,813,3.8,1470,7,1301,6.2
4/1/2002,Jeju,546,12.11,247,5.5,134,3,339,7.5,299,6.6
4/1/2002,Jeollabuk-do,1639,10.09,1193,7.3,394,2.4,947,5.8,446,2.7
4/1/2002,Jeollanam-do,1649,9.61,1420,8.3,407,2.4,976,5.7,229,1.3
4/1/2002,Seoul,8875,10.52,3300,3.9,2411,2.9,6151,7.3,5575,6.6
4/1/2002,Ulsan,989,11.36,303,3.5,264,3,529,6.1,686,7.9
4/1/2002,Whole country,43453,10.99,20595,5.2,11713,3,26328,6.7,22858,5.8
5/1/2002,Busan,2607,8.17,1523,4.8,1041,3.3,2182,6.8,1084,3.4
5/1/2002,Chungcheongbuk-do,1341,10.55,841,6.6,345,2.7,889,7,500,3.9
5/1/2002,Chungcheongnam-do,1635,10.06,1202,7.4,425,2.6,1068,6.6,433,2.7
5/1/2002,Daegu,2069,9.64,918,4.3,655,3.1,1503,7,1151,5.4
5/1/2002,Daejeon,1299,10.85,475,4,367,3.1,948,7.9,824,6.9
5/1/2002,Gangwon-do,1273,9.71,920,7,381,2.9,920,7,353,2.7
5/1/2002,Gwangju,1374,11.67,449,3.8,336,2.9,857,7.3,925,7.9
5/1/2002,Gyeonggi-do,9868,11.99,3437,4.2,2674,3.2,7177,8.7,6431,7.8
5/1/2002,Gyeongsangbuk-do,2208,9.39,1774,7.5,561,2.4,1531,6.5,434,1.8
5/1/2002,Gyeongsangnam-do,2643,10,1644,6.2,725,2.7,1959,7.4,999,3.8
5/1/2002,Incheon,2268,10.37,915,4.2,860,3.9,1688,7.7,1353,6.2
5/1/2002,Jeju,542,11.62,239,5.1,162,3.5,347,7.4,303,6.5
5/1/2002,Jeollabuk-do,1614,9.63,1197,7.1,415,2.5,1155,6.9,417,2.5
5/1/2002,Jeollanam-do,1587,8.95,1429,8.1,437,2.5,1093,6.2,158,0.9
5/1/2002,Seoul,8685,9.97,3119,3.6,2598,3,7546,8.7,5566,6.4
5/1/2002,Ulsan,964,10.71,334,3.7,258,2.9,737,8.2,630,7
5/1/2002,Whole country,41977,10.27,20416,5,12414,3,31987,7.8,21561,5.3
6/1/2002,Busan,2346,7.61,1386,4.5,900,2.9,1834,5.9,960,3.1
6/1/2002,Chungcheongbuk-do,1169,9.5,816,6.6,358,2.9,659,5.4,353,2.9
6/1/2002,Chungcheongnam-do,1376,8.74,1127,7.2,362,2.3,824,5.2,249,1.6
6/1/2002,Daegu,1779,8.57,841,4,550,2.6,1076,5.2,938,4.5
6/1/2002,Daejeon,1186,10.22,462,4,309,2.7,772,6.7,724,6.2
6/1/2002,Gangwon-do,1186,9.35,816,6.4,372,2.9,758,6,370,2.9
6/1/2002,Gwangju,1184,10.38,439,3.8,264,2.3,613,5.4,745,6.5
6/1/2002,Gyeonggi-do,8886,11.11,3211,4,2281,2.9,5454,6.8,5675,7.1
6/1/2002,Gyeongsangbuk-do,2009,8.83,1687,7.4,472,2.1,1196,5.3,322,1.4
6/1/2002,Gyeongsangnam-do,2439,9.52,1533,6,672,2.6,1456,5.7,906,3.5
6/1/2002,Incheon,2050,9.68,823,3.9,743,3.5,1411,6.7,1227,5.8
6/1/2002,Jeju,502,11.12,199,4.4,148,3.3,273,6,303,6.7
6/1/2002,Jeollabuk-do,1391,8.6,1003,6.2,348,2.2,808,5,388,2.4
6/1/2002,Jeollanam-do,1442,8.42,1361,7.9,386,2.3,686,4,81,0.5
6/1/2002,Seoul,7737,9.19,2962,3.5,2235,2.7,6082,7.2,4775,5.7
6/1/2002,Ulsan,893,10.24,302,3.5,227,2.6,556,6.4,591,6.8
6/1/2002,Whole country,37575,9.5,18968,4.8,10780,2.7,24828,6.3,18607,4.7
7/1/2002,Busan,2477,7.78,1487,4.7,1012,3.2,1430,4.5,990,3.1
7/1/2002,Chungcheongbuk-do,1236,9.73,747,5.9,359,2.8,596,4.7,489,3.8
7/1/2002,Chungcheongnam-do,1548,9.52,1197,7.4,444,2.7,669,4.1,351,2.2
7/1/2002,Daegu,2021,9.41,900,4.2,624,2.9,972,4.5,1121,5.2
7/1/2002,Daejeon,1269,10.58,425,3.5,363,3,650,5.4,844,7
7/1/2002,Gangwon-do,1226,9.36,804,6.1,386,2.9,572,4.4,422,3.2
7/1/2002,Gwangju,1241,10.51,473,4,342,2.9,595,5,768,6.5
7/1/2002,Gyeonggi-do,9380,11.32,3212,3.9,2562,3.1,4950,6,6168,7.4
7/1/2002,Gyeongsangbuk-do,2189,9.32,1637,7,574,2.4,980,4.2,552,2.3
7/1/2002,Gyeongsangnam-do,2707,10.22,1513,5.7,724,2.7,1207,4.6,1194,4.5
7/1/2002,Incheon,2115,9.66,847,3.9,759,3.5,1231,5.6,1268,5.8
7/1/2002,Jeju,509,10.9,193,4.1,178,3.8,225,4.8,316,6.8
7/1/2002,Jeollabuk-do,1602,9.6,1066,6.4,482,2.9,680,4.1,536,3.2
7/1/2002,Jeollanam-do,1564,8.86,1394,7.9,457,2.6,625,3.5,170,1
7/1/2002,Seoul,8336,9.59,3135,3.6,2475,2.8,5476,6.3,5201,6
7/1/2002,Ulsan,941,10.43,309,3.4,287,3.2,425,4.7,632,7
7/1/2002,Whole country,40361,9.87,19339,4.7,12200,3,21637,5.3,21022,5.1
8/1/2002,Busan,2460,7.73,1513,4.8,1181,3.7,1320,4.1,947,3
8/1/2002,Chungcheongbuk-do,1240,9.76,804,6.3,363,2.9,520,4.1,436,3.4
8/1/2002,Chungcheongnam-do,1507,9.28,1131,7,472,2.9,572,3.5,376,2.3
8/1/2002,Daegu,1950,9.08,945,4.4,657,3.1,894,4.2,1005,4.7
8/1/2002,Daejeon,1269,10.56,456,3.8,407,3.4,530,4.4,813,6.8
8/1/2002,Gangwon-do,1244,9.52,940,7.2,439,3.4,511,3.9,304,2.3
8/1/2002,Gwangju,1287,10.88,497,4.2,346,2.9,483,4.1,790,6.7
8/1/2002,Gyeonggi-do,9309,11.2,3215,3.9,2879,3.5,4586,5.5,6094,7.3
8/1/2002,Gyeongsangbuk-do,2073,8.83,1694,7.2,611,2.6,865,3.7,379,1.6
8/1/2002,Gyeongsangnam-do,2581,9.74,1640,6.2,789,3,1034,3.9,941,3.6
8/1/2002,Incheon,2120,9.68,840,3.8,949,4.3,1134,5.2,1280,5.8
8/1/2002,Jeju,560,11.99,206,4.4,202,4.3,209,4.5,354,7.6
8/1/2002,Jeollabuk-do,1550,9.28,1100,6.6,469,2.8,621,3.7,450,2.7
8/1/2002,Jeollanam-do,1531,8.69,1437,8.2,519,2.9,608,3.5,94,0.5
8/1/2002,Seoul,8161,9.39,3034,3.5,2812,3.2,4833,5.6,5127,5.9
8/1/2002,Ulsan,909,10.07,341,3.8,323,3.6,407,4.5,568,6.3
8/1/2002,Whole country,39751,9.72,19793,4.8,13567,3.3,19486,4.8,19958,4.9
9/1/2002,Busan,2521,8.19,1485,4.8,963,3.1,1101,3.6,1036,3.4
9/1/2002,Chungcheongbuk-do,1222,9.94,828,6.7,369,3,445,3.6,394,3.2
9/1/2002,Chungcheongnam-do,1507,9.59,1197,7.6,406,2.6,552,3.5,310,2
9/1/2002,Daegu,1914,9.21,888,4.3,614,3,648,3.1,1026,4.9
9/1/2002,Daejeon,1250,10.74,424,3.6,360,3.1,435,3.7,826,7.1
9/1/2002,Gangwon-do,1203,9.51,968,7.7,378,3,445,3.5,235,1.9
9/1/2002,Gwangju,1283,11.2,467,4.1,334,2.9,381,3.3,816,7.1
9/1/2002,Gyeonggi-do,9466,11.73,3207,4,2662,3.3,3633,4.5,6259,7.8
9/1/2002,Gyeongsangbuk-do,2025,8.92,1808,8,543,2.4,686,3,217,1
9/1/2002,Gyeongsangnam-do,2642,10.3,1614,6.3,750,2.9,889,3.5,1028,4
9/1/2002,Incheon,2126,10.03,866,4.1,851,4,903,4.3,1260,5.9
9/1/2002,Jeju,515,11.39,242,5.4,166,3.7,208,4.6,273,6
9/1/2002,Jeollabuk-do,1504,9.32,1168,7.2,456,2.8,545,3.4,336,2.1
9/1/2002,Jeollanam-do,1514,8.9,1407,8.3,457,2.7,518,3,107,0.6
9/1/2002,Seoul,8004,9.52,3051,3.6,2407,2.9,4041,4.8,4953,5.9
9/1/2002,Ulsan,919,10.52,327,3.7,256,2.9,303,3.5,592,6.8
9/1/2002,Whole country,39615,10,19947,5,12105,3.1,16024,4,19668,5
10/1/2002,Busan,2444,7.69,1603,5,1155,3.6,1436,4.5,841,2.6
10/1/2002,Chungcheongbuk-do,1198,9.43,929,7.3,392,3.1,686,5.4,269,2.1
10/1/2002,Chungcheongnam-do,1472,9.07,1313,8.1,436,2.7,791,4.9,159,1
10/1/2002,Daegu,1946,9.06,1000,4.7,687,3.2,927,4.3,946,4.4
10/1/2002,Daejeon,1284,10.66,540,4.5,406,3.4,714,5.9,744,6.2
10/1/2002,Gangwon-do,1183,9.04,928,7.1,419,3.2,693,5.3,255,1.9
10/1/2002,Gwangju,1259,10.62,467,3.9,348,2.9,634,5.3,792,6.7
10/1/2002,Gyeonggi-do,9318,11.13,3562,4.3,2982,3.6,5321,6.4,5756,6.9
10/1/2002,Gyeongsangbuk-do,1987,8.48,1808,7.7,627,2.7,1106,4.7,179,0.8
10/1/2002,Gyeongsangnam-do,2648,9.98,1703,6.4,820,3.1,1223,4.6,945,3.6
10/1/2002,Incheon,2140,9.77,930,4.2,908,4.1,1356,6.2,1210,5.5
10/1/2002,Jeju,503,10.76,248,5.3,179,3.8,258,5.5,255,5.5
10/1/2002,Jeollabuk-do,1546,9.28,1321,7.9,514,3.1,830,5,225,1.4
10/1/2002,Jeollanam-do,1509,8.6,1602,9.1,504,2.9,723,4.1,-93,-0.5
10/1/2002,Seoul,8064,9.29,3296,3.8,2651,3.1,5633,6.5,4768,5.5
10/1/2002,Ulsan,957,10.59,335,3.7,358,4,446,4.9,622,6.9
10/1/2002,Whole country,39458,9.64,21585,5.3,13547,3.3,23124,5.6,17873,4.4
11/1/2002,Busan,2273,7.41,1726,5.6,1041,3.4,1976,6.4,547,1.8
11/1/2002,Chungcheongbuk-do,1184,9.64,898,7.3,367,3,904,7.4,286,2.3
11/1/2002,Chungcheongnam-do,1451,9.25,1346,8.6,412,2.6,1048,6.7,105,0.7
11/1/2002,Daegu,1882,9.05,1004,4.8,673,3.2,1316,6.3,878,4.2
11/1/2002,Daejeon,1194,10.24,517,4.4,375,3.2,909,7.8,677,5.8
11/1/2002,Gangwon-do,1091,8.63,953,7.5,386,3.1,741,5.9,138,1.1
11/1/2002,Gwangju,1210,10.54,529,4.6,307,2.7,762,6.6,681,5.9
11/1/2002,Gyeonggi-do,9066,11.16,3768,4.6,2682,3.3,7095,8.7,5298,6.5
11/1/2002,Gyeongsangbuk-do,1936,8.55,1884,8.3,581,2.6,1369,6,52,0.2
11/1/2002,Gyeongsangnam-do,2490,9.69,1838,7.2,766,3,1698,6.6,652,2.5
11/1/2002,Incheon,1992,9.4,971,4.6,838,4,1725,8.1,1021,4.8
11/1/2002,Jeju,556,12.28,244,5.4,193,4.3,319,7,312,6.9
11/1/2002,Jeollabuk-do,1405,8.73,1259,7.8,442,2.7,1054,6.5,146,0.9
11/1/2002,Jeollanam-do,1454,8.58,1576,9.3,421,2.5,954,5.6,-122,-0.7
11/1/2002,Seoul,7818,9.32,3568,4.3,2334,2.8,7219,8.6,4250,5.1
11/1/2002,Ulsan,919,10.51,332,3.8,277,3.2,698,8,587,6.7
11/1/2002,Whole country,37921,9.57,22413,5.7,12219,3.1,30115,7.6,15508,3.9
12/1/2002,Busan,2360,7.45,1816,5.7,1091,3.4,2469,7.8,544,1.7
12/1/2002,Chungcheongbuk-do,1099,8.67,927,7.3,376,3,1042,8.2,172,1.4
