Case_Year,Case Number,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2024,40133,02/04/2024 08:07:00 PM,Queens,,14,101,MD Residential Structure,Candle,Open Flame
2024,30138,02/04/2024 09:04:00 PM,Brooklyn,44,16,73,Other,Incendiary,Incendiary
2024,30139,02/04/2024 09:28:00 PM,Brooklyn,58,17,67,Commercial Structure,Electrical Wiring,Electrical
2024,10073,02/05/2024 02:47:00 AM,Manhattan,,12,33,Vehicle,Preliminary Investigation Only,Other
2024,30140,02/05/2024 03:59:00 AM,Brooklyn,43,15,61,Commercial Structure,Electrical Wiring,Electrical
2024,30141,02/05/2024 11:14:00 AM,Brooklyn,58,18,69,PD Residential Structure,Electrical Wiring,Electrical
2024,40134,02/05/2024 12:39:00 PM,Queens,,8,107,Vehicle,Preliminary Investigation Only,Other
2024,30142,02/05/2024 01:15:00 PM,Brooklyn,,3,79,MD Residential Structure,Clothes Dryer,Appliances
2024,10074,02/05/2024 02:11:00 PM,Manhattan,,3,5,Commercial Structure,Stove/Cooking - Stove,Cooking
2024,20109,02/05/2024 04:05:00 PM,Bronx,,11,49,Vehicle,Preliminary Investigation Only,Other
2024,20110,02/05/2024 04:10:00 PM,Bronx,,6,48,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2024,20111,02/05/2024 05:40:00 PM,Bronx,,2,41,Vehicle,Preliminary Investigation Only,Other
2024,40135,02/05/2024 10:25:00 PM,Queens,,11,111,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,10075,02/05/2024 10:37:00 PM,Manhattan,,4,10,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20112,02/05/2024 11:41:00 PM,Bronx,,12,47,Garage/Shed,Heat or Sparks from Friction,Hot Objects
2024,40136,02/06/2024 12:11:00 AM,Queens,,5,104,MD Residential Structure,Under Investigation,Other
2024,20113,02/06/2024 01:01:00 AM,Bronx,,7,52,Vehicle,Preliminary Investigation Only,Other
2024,10076,02/06/2024 09:33:00 AM,Manhattan,,9,26,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,10077,02/06/2024 10:51:00 AM,Manhattan,,10,32,Vehicle,Preliminary Investigation Only,Other
2024,30143,02/06/2024 02:30:00 PM,Brooklyn,,18,69,Vehicle,Incendiary,Incendiary
2024,40137,02/06/2024 02:53:00 PM,Queens,54,8,107,Vehicle,Preliminary Investigation Only,Other
2024,40138,02/06/2024 04:14:00 PM,Queens,54,12,113,PD Residential Structure,Torch - Legal Use of,Open Flame
2024,30144,02/06/2024 04:59:00 PM,Brooklyn,,5,75,Commercial Structure,Electrical Wiring,Electrical
2024,20114,02/06/2024 06:17:00 PM,Bronx,,3,42,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30145,02/06/2024 06:43:00 PM,Brooklyn,35,1,90,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20115,02/06/2024 08:44:00 PM,Bronx,,4,44,MD Residential Structure,Microwave,Appliances
2024,30146,02/07/2024 04:15:00 AM,Brooklyn,41,14,70,Vehicle,Preliminary Investigation Only,Other
2024,40140,02/07/2024 05:10:00 AM,Queens,47,14,100,Vehicle,Electrical Wiring,Electrical
2024,50024,02/07/2024 06:57:00 AM,Staten Island,22,2,121,PD Residential Structure,Incendiary,Incendiary
2024,10078,02/07/2024 09:08:00 AM,Manhattan,,1,14,Vehicle,Other - Electrical,Electrical
2024,30147,02/07/2024 11:46:00 AM,Brooklyn,40,7,68,Vehicle,Heat or Sparks from Friction,Hot Objects
2024,10079,02/07/2024 12:49:00 PM,Manhattan,10,11,23,MD Residential Structure,Heat or Sparks from Friction,Hot Objects
2024,40141,02/07/2024 01:32:00 PM,Queens,,13,105,Vehicle,Preliminary Investigation Only,Other
2024,30148,02/07/2024 01:45:00 PM,Brooklyn,,1,90,MD Residential Structure,Preliminary Investigation Only,Other
2024,20116,02/07/2024 04:04:00 PM,Bronx,17,4,44,PD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30149,02/07/2024 10:41:00 PM,Brooklyn,,11,62,Outside Rubbish,Incendiary,Incendiary
2024,30150,02/07/2024 11:23:00 PM,Brooklyn,,11,62,Outside Rubbish,Incendiary,Incendiary
2024,30151,02/07/2024 11:38:00 PM,Brooklyn,,1,90,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20117,02/08/2024 12:01:00 AM,Bronx,,6,48,MD Residential Structure,Incendiary,Incendiary
2024,20118,02/08/2024 02:03:00 AM,Bronx,,8,50,Vehicle,Preliminary Investigation Only,Other
2024,30152,02/08/2024 03:26:00 AM,Brooklyn,40,7,72,PD Residential Structure,Lithium Ion Battery,Electrical
2024,20119,02/08/2024 05:49:00 AM,Bronx,,4,44,MD Residential Structure,Incendiary,Incendiary
2024,20120,02/08/2024 08:27:00 AM,Bronx,,10,45,PD Residential Structure,Extension Cord,Electrical
2024,77037,02/08/2024 09:04:00 AM,Bronx,,9,43,MD Residential Structure,Other - Electrical,Electrical
2024,40143,02/08/2024 10:43:00 AM,Queens,,8,107,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40144,02/08/2024 10:48:00 AM,Queens,51,9,102,Vehicle,Preliminary Investigation Only,Other
2024,20121,02/08/2024 02:00:00 PM,Bronx,,12,47,PD Residential Structure,Electrical Wiring,Electrical
2024,40145,02/08/2024 05:47:00 PM,Queens,,8,107,Vehicle,Preliminary Investigation Only,Other
2024,20122,02/08/2024 06:18:00 PM,Bronx,,7,52,MD Residential Structure,Electrical Wiring,Electrical
2024,50025,02/08/2024 09:20:00 PM,Staten Island,22,2,122,Vehicle,Preliminary Investigation Only,Other
2024,40146,02/08/2024 09:28:00 PM,Queens,,10,106,PD Residential Structure,Stove  - Natural Gas,Appliances
2024,50026,02/08/2024 11:10:00 PM,Staten Island,,2,121,MD Residential Structure,Incendiary,Incendiary
2024,20123,02/09/2024 12:14:00 AM,Bronx,,6,48,MD Residential Structure,Incendiary,Incendiary
2024,40147,02/09/2024 12:56:00 AM,Queens,,11,111,PD Residential Structure,Electrical Wiring,Electrical
2024,77038,02/09/2024 07:00:00 AM,Manhattan,,4,18,Commercial Structure,Incendiary,Incendiary
2024,40148,02/09/2024 10:00:00 AM,Queens,,8,107,Vehicle,Preliminary Investigation Only,Other
2024,10080,02/09/2024 02:17:00 PM,Manhattan,,11,23,MD Residential Structure,Electrical Wiring,Electrical
2024,30153,02/09/2024 02:42:00 PM,Brooklyn,37,4,83,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,10081,02/09/2024 04:00:00 PM,Manhattan,3,3,7,MD Residential Structure,Incense,Hot Objects
2024,40150,02/09/2024 04:12:00 PM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,30154,02/09/2024 05:40:00 PM,Brooklyn,,8,71,Vehicle,Preliminary Investigation Only,Other
2024,50027,02/09/2024 06:08:00 PM,Staten Island,,1,120,Vehicle,Preliminary Investigation Only,Other
2024,30157,02/09/2024 07:37:00 PM,Brooklyn,,18,69,Vehicle,Incendiary,Incendiary
2024,30155,02/09/2024 07:54:00 PM,Brooklyn,,10,68,Vehicle,Other - No Fire,No Fire
2024,30156,02/09/2024 09:25:00 PM,Brooklyn,,12,66,Commercial Structure,Electrical Wiring,Electrical
2024,20124,02/10/2024 12:58:00 AM,Bronx,,10,45,PD Residential Structure,Incense,Hot Objects
2024,30158,02/10/2024 01:56:00 AM,Brooklyn,,9,71,PD Residential Structure,Electrical Wiring,Electrical
2024,30159,02/10/2024 02:25:00 AM,Brooklyn,,10,68,Vehicle,Preliminary Investigation Only,Other
2024,20125,02/10/2024 07:37:00 AM,Bronx,,2,41,MD Residential Structure,Incendiary,Incendiary
2024,70017,02/10/2024 07:37:00 AM,Bronx,,2,41,MD Residential Structure,Incendiary,Incendiary
2024,77039,02/10/2024 08:46:00 AM,Queens,,9,102,Outside Rubbish,Incendiary,Incendiary
2024,40152,02/10/2024 09:43:00 AM,Queens,,14,101,Vehicle,Preliminary Investigation Only,Other
2024,77040,02/10/2024 10:00:00 AM,Manhattan,,1,9,Other,Fraudulent Placard Investigation,No Fire
2024,77041,02/10/2024 12:37:00 PM,Brooklyn,,14,70,MFA,MFA,No Fire
2024,30160,02/10/2024 01:20:00 PM,Brooklyn,,1,94,PD Residential Structure,Stove/Cooking - Other,Cooking
2024,10082,02/10/2024 02:37:00 PM,Manhattan,,4,18,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,10083,02/10/2024 03:53:00 PM,Manhattan,,11,23,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,30161,02/10/2024 04:30:00 PM,Brooklyn,33,18,63,PD Residential Structure,Other - Open Flame,Open Flame
2024,40153,02/10/2024 04:58:00 PM,Queens,,13,105,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,30162,02/10/2024 06:19:00 PM,Brooklyn,,10,68,Vehicle,Preliminary Investigation Only,Other
2024,10085,02/10/2024 11:57:00 PM,Manhattan,,5,14,Vehicle,Preliminary Investigation Only,Other
2024,50028,02/11/2024 02:17:00 AM,Staten Island,,2,121,Outside Rubbish,Incendiary,Incendiary
2024,30163,02/11/2024 03:58:00 AM,Brooklyn,,1,90,Vehicle,Preliminary Investigation Only,Other
2024,10086,02/11/2024 12:33:00 PM,Manhattan,9,4,10,MD Residential Structure,Food on the Stove,Cooking
2024,20126,02/11/2024 03:48:00 PM,Bronx,,4,44,MD Residential Structure,Electrical Wiring,Electrical
2024,30165,02/11/2024 04:15:00 PM,Brooklyn,,6,78,Commercial Structure,Other - Hot Objects,Hot Objects
2024,20127,02/11/2024 06:12:00 PM,Bronx,,1,42,Vehicle,Preliminary Investigation Only,Other
2024,40154,02/11/2024 07:44:00 PM,Queens,,13,105,PD Residential Structure,Candle,Open Flame
2024,20128,02/12/2024 02:06:00 AM,Bronx,,6,48,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,30167,02/12/2024 07:12:00 AM,Brooklyn,,12,66,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40155,02/12/2024 08:14:00 AM,Queens,,13,105,PD Residential Structure,Spontaneous Combustion,Natural Sources
2024,30168,02/12/2024 08:44:00 AM,Brooklyn,,13,61,Vehicle,Vehicle Wiring,Electrical
2024,30169,02/12/2024 09:04:00 AM,Brooklyn,,17,67,MD Residential Structure,Lithium Ion Battery,Electrical
2024,77045,02/12/2024 09:45:00 AM,Staten Island,,2,121,Outside Rubbish,Incendiary,Incendiary
2024,40156,02/12/2024 10:56:00 AM,Queens,,13,105,PD Residential Structure,Preliminary Investigation Only,Other
2024,30170,02/12/2024 01:58:00 PM,Brooklyn,,12,66,MD Residential Structure,Other - Electrical,Electrical
2024,50029,02/12/2024 02:25:00 PM,Staten Island,23,3,122,PD Residential Structure,Power Strip,Electrical
2024,30171,02/12/2024 07:25:00 PM,Brooklyn,,5,75,Vehicle,Vehicle Wiring,Electrical
2024,50030,02/12/2024 08:03:00 PM,Staten Island,,1,121,MD Residential Structure,Incendiary,Incendiary
2024,10087,02/12/2024 10:10:00 PM,Manhattan,,9,26,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30172,02/12/2024 11:03:00 PM,Brooklyn,,16,73,MFA,MFA,No Fire
2024,40158,02/12/2024 11:52:00 PM,Queens,,10,106,Vehicle,Preliminary Investigation Only,Other
2024,40159,02/13/2024 04:04:00 AM,Queens,,3,115,Vehicle,Incendiary,Incendiary
2024,30173,02/13/2024 05:30:00 AM,Brooklyn,,3,79,Vehicle,Preliminary Investigation Only,Other
2024,77044,02/13/2024 06:24:00 AM,Bronx,,4,44,MD Residential Structure,Incendiary,Incendiary
2024,77043,02/13/2024 07:52:00 AM,Brooklyn,,15,61,MD Residential Structure,Incendiary - Attempted Arson,Incendiary
2024,30174,02/13/2024 08:38:00 AM,Brooklyn,,14,70,MD Residential Structure,Hard Wire Outlet,Electrical
2024,40160,02/13/2024 10:01:00 AM,Queens,,7,109,MD Residential Structure,Incendiary,Incendiary
2024,40161,02/13/2024 12:46:00 PM,Queens,,16,114,Vehicle,Preliminary Investigation Only,Other
2024,30175,02/13/2024 02:22:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,30176,02/13/2024 02:45:00 PM,Brooklyn,,4,83,Vehicle,Lithium Ion Battery,Electrical
2024,20129,02/13/2024 07:54:00 PM,Bronx,,1,40,MD Residential Structure,Preliminary Investigation Only,Other
2024,10088,02/13/2024 11:42:00 PM,Manhattan,,3,7,Vehicle,Preliminary Investigation Only,Other
2024,20130,02/14/2024 02:23:00 AM,Bronx,,7,52,Vehicle,Preliminary Investigation Only,Other
2024,20131,02/14/2024 07:11:00 AM,Bronx,,3,42,Outside Rubbish,Incendiary,Incendiary
2024,30177,02/14/2024 09:50:00 AM,Brooklyn,,16,73,MD Residential Structure,Electrical Wiring,Electrical
2024,30178,02/14/2024 10:12:00 AM,Brooklyn,,11,62,Vehicle,Other - Hot Objects,Hot Objects
2024,40162,02/14/2024 11:21:00 AM,Queens,,14,100,,Preliminary Investigation Only,Other
2024,40163,02/14/2024 11:32:00 AM,Queens,,7,110,Vehicle,Preliminary Investigation Only,Other
2024,40164,02/14/2024 03:39:00 PM,Queens,50,8,107,School,Permanent Heater - Oil,Heaters
2024,30179,02/14/2024 07:11:00 PM,Brooklyn,,12,66,Outside Rubbish,Incendiary - Fireworks,Incendiary
2024,40166,02/14/2024 08:59:00 PM,Queens,54,13,105,No Fire,Carbon Monoxide Incident,No Fire
2024,40165,02/14/2024 09:23:00 PM,Queens,,1,111,Vehicle,Preliminary Investigation Only,Other
2024,40167,02/14/2024 10:16:00 PM,Queens,,8,107,PD Residential Structure,Preliminary Investigation Only,Other
2024,30180,02/14/2024 11:26:00 PM,Brooklyn,,6,76,MD Residential Structure,Refrigeration Compressor,Appliances
2024,30181,02/15/2024 12:28:00 AM,Brooklyn,,12,66,MD Residential Structure,Food on the Stove,Cooking
2024,10089,02/15/2024 04:26:00 AM,Manhattan,9,4,18,Vehicle,Incendiary,Incendiary
2024,40168,02/15/2024 05:17:00 AM,Queens,50,8,107,Vehicle,Preliminary Investigation Only,Other
2024,20132,02/15/2024 06:10:00 AM,Bronx,,5,42,PD Residential Structure,Electrical Wiring,Electrical
2024,40169,02/15/2024 08:02:00 AM,Queens,53,11,111,Vehicle,Preliminary Investigation Only,Other
2024,10090,02/15/2024 09:07:00 AM,Manhattan,,11,23,MD Residential Structure,Electrical Wiring,Electrical
2024,10091,02/15/2024 09:27:00 AM,Manhattan,9,7,20,MD Residential Structure,Other - Hot Objects,Hot Objects
2024,30182,02/15/2024 09:42:00 AM,Brooklyn,43,11,62,Vehicle,Preliminary Investigation Only,Other
2024,30183,02/15/2024 04:33:00 PM,Brooklyn,28,4,83,MD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
2024,20133,02/15/2024 04:39:00 PM,Bronx,,6,48,Vehicle,Other,Other
2024,30184,02/15/2024 06:22:00 PM,Brooklyn,35,1,94,Commercial Structure,Spontaneous Combustion,Natural Sources
2024,40170,02/15/2024 06:37:00 PM,Queens,,13,105,,Preliminary Investigation Only,Other
2024,10092,02/15/2024 08:14:00 PM,Manhattan,,11,25,MD Residential Structure,Electrical Wiring,Electrical
2024,77046,02/16/2024 01:43:00 AM,Queens,,1,114,Outside Rubbish,Incendiary,Incendiary
2024,40171,02/16/2024 02:11:00 AM,Queens,,9,102,Vehicle,Incendiary,Incendiary
2024,40172,02/16/2024 04:55:00 AM,Queens,,12,103,PD Residential Structure,Electrical Wiring,Electrical
2024,50031,02/16/2024 09:13:00 AM,Staten Island,22,1,120,PD Residential Structure,Electrical Wiring,Electrical
2024,77047,02/16/2024 02:05:00 PM,Bronx,,9,43,Vehicle,Lithium Ion Battery,Electrical
2024,40173,02/16/2024 03:40:00 PM,Queens,,14,101,Vehicle,Preliminary Investigation Only,Other
2024,20135,02/16/2024 05:24:00 PM,Bronx,,6,48,MD Residential Structure,Preliminary Investigation Only,Other
2024,30185,02/16/2024 05:56:00 PM,Brooklyn,,8,77,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40174,02/16/2024 09:32:00 PM,Queens,,1,114,MD Residential Structure,Electrical Wiring,Electrical
2024,40175,02/17/2024 01:28:00 AM,Queens,,3,115,Vehicle,Incendiary,Incendiary
2024,30186,02/17/2024 03:20:00 AM,Brooklyn,,3,79,Manhole,Transformer,Electrical
2024,40176,02/17/2024 03:43:00 AM,Queens,49,3,115,Vehicle,Incendiary,Incendiary
2024,40178,02/17/2024 03:56:00 AM,Queens,51,10,106,Vehicle,Preliminary Investigation Only,Other
2024,40177,02/17/2024 04:10:00 AM,Queens,49,3,115,Vehicle,Incendiary,Incendiary
2024,20136,02/17/2024 08:30:00 AM,Bronx,,1,40,Vehicle,Preliminary Investigation Only,Other
2024,40179,02/17/2024 02:40:00 PM,Queens,,2,108,Vehicle,Preliminary Investigation Only,Other
2024,40180,02/17/2024 07:13:00 PM,Queens,,12,103,Commercial Structure,Preliminary Investigation Only,Other
2024,20138,02/17/2024 07:47:00 PM,Bronx,,10,45,Vehicle,Preliminary Investigation Only,Other
2024,20139,02/17/2024 08:32:00 PM,Bronx,,6,48,Commercial Structure,Other - Electrical,Electrical
2024,30187,02/17/2024 08:37:00 PM,Brooklyn,37,4,83,MD Residential Structure,Incendiary,Incendiary
2024,40181,02/17/2024 11:02:00 PM,Queens,,3,115,MD Residential Structure,Electrical Wiring,Electrical
2024,10093,02/18/2024 12:02:00 AM,Manhattan,,11,25,Vehicle,Preliminary Investigation Only,Other
2024,40182,02/18/2024 05:26:00 AM,Queens,,3,115,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
2024,30188,02/18/2024 06:59:00 AM,Brooklyn,,8,77,Vehicle,Other - Hot Objects,Hot Objects
2024,30189,02/18/2024 11:06:00 AM,Brooklyn,,16,73,MD Residential Structure,Candle,Open Flame
2024,50032,02/18/2024 11:07:00 AM,Staten Island,22,1,120,Vehicle,Preliminary Investigation Only,Other
2024,50033,02/18/2024 11:12:00 AM,Staten Island,,1,120,PD Residential Structure,Preliminary Investigation Only,Other
2024,20140,02/18/2024 03:25:00 PM,Bronx,,3,42,MD Residential Structure,Electrical Wiring,Electrical
2024,40183,02/18/2024 04:17:00 PM,Queens,,5,104,Vehicle,Preliminary Investigation Only,Other
2024,20141,02/18/2024 09:47:00 PM,Bronx,27,8,50,MD Residential Structure,Lithium Ion Battery,Electrical
2024,20142,02/18/2024 11:00:00 PM,Bronx,,10,45,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30190,02/18/2024 11:49:00 PM,Brooklyn,,3,81,MD Residential Structure,Electrical Wiring,Electrical
2024,30191,02/19/2024 03:28:00 AM,Brooklyn,,5,75,Vehicle,Electrical Wiring,Electrical
2024,10094,02/19/2024 10:00:00 AM,Manhattan,,4,13,Commercial Structure,Preliminary Investigation Only,Other
2024,30192,02/19/2024 11:31:00 AM,Brooklyn,,3,79,MD Residential Structure,Incendiary,Incendiary
2024,40184,02/19/2024 11:52:00 AM,Queens,,5,104,PD Residential Structure,Electrical Wiring,Electrical
2024,30193,02/19/2024 12:31:00 PM,Brooklyn,58,18,69,Vehicle,Preliminary Investigation Only,Other
2024,77051,02/19/2024 04:30:00 PM,Queens,,12,103,MD Residential Structure,Incendiary - Attempted Arson,Incendiary
2024,20144,02/19/2024 11:53:00 PM,Bronx,,6,48,MD Residential Structure,Extension Cord,Electrical
2024,20145,02/20/2024 03:58:00 AM,Bronx,,2,41,Vehicle,Preliminary Investigation Only,Other
2024,30194,02/20/2024 08:19:00 AM,Brooklyn,,15,61,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40185,02/20/2024 08:24:00 AM,Queens,,14,100,MD Residential Structure,Preliminary Investigation Only,Other
2024,40186,02/20/2024 09:18:00 AM,Queens,,1,114,MD Residential Structure,Preliminary Investigation Only,Other
2024,40187,02/20/2024 10:54:00 AM,Queens,,10,106,PD Residential Structure,Electrical Wiring,Electrical
2024,30195,02/20/2024 03:03:00 PM,Brooklyn,,9,71,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2024,30196,02/20/2024 04:16:00 PM,Brooklyn,,3,79,MD Residential Structure,Spontaneous Combustion,Natural Sources
2024,50034,02/20/2024 05:55:00 PM,Staten Island,22,1,121,MD Residential Structure,Candle,Open Flame
2024,10095,02/20/2024 06:51:00 PM,Manhattan,,1,1,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,40188,02/20/2024 08:14:00 PM,Queens,,12,103,Commercial Structure,Chimney/Flues,Hot Objects
2024,40189,02/20/2024 10:08:00 PM,Queens,,13,105,PD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,10096,02/20/2024 10:18:00 PM,Manhattan,,11,23,MD Residential Structure,Incendiary,Incendiary
2024,40190,02/20/2024 11:19:00 PM,Queens,,11,111,Vehicle,Preliminary Investigation Only,Other
2024,30197,02/20/2024 11:52:00 PM,Brooklyn,,18,63,Outside Rubbish,Incendiary,Incendiary
2024,30198,02/21/2024 02:24:00 AM,Brooklyn,,8,77,MD Residential Structure,Matches/Lighter,Open Flame
2024,40191,02/21/2024 02:34:00 AM,Queens,,6,112,PD Residential Structure,Electrical Wiring,Electrical
2024,20146,02/21/2024 03:20:00 AM,Bronx,,11,49,Vehicle,Preliminary Investigation Only,Other
2024,10097,02/21/2024 05:00:00 AM,Manhattan,9,4,18,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20147,02/21/2024 06:04:00 AM,Bronx,,5,46,MD Residential Structure,Candle,Open Flame
2024,40192,02/21/2024 10:35:00 AM,Queens,,1,114,Commercial Structure,Clothes Dryer,Appliances
2024,20148,02/21/2024 11:18:00 AM,Bronx,,5,46,PD Residential Structure,Electrical Wiring,Electrical
2024,40193,02/21/2024 01:46:00 PM,Queens,,12,103,Vehicle,Preliminary Investigation Only,Other
2024,30199,02/21/2024 02:28:00 PM,Brooklyn,,5,75,Vehicle,Preliminary Investigation Only,Other
2024,30200,02/21/2024 03:47:00 PM,Brooklyn,44,16,73,MD Residential Structure,Lithium Ion Battery,Electrical
2024,40194,02/21/2024 08:00:00 PM,Queens,50,12,103,Vehicle,Preliminary Investigation Only,Other
2024,40195,02/21/2024 08:31:00 PM,Queens,,1,114,Vehicle,Other - Hot Objects,Hot Objects
2024,20150,02/21/2024 09:14:00 PM,Bronx,,6,48,MD Residential Structure,Incendiary,Incendiary
2024,40196,02/21/2024 09:36:00 PM,Queens,,2,108,Vehicle,Preliminary Investigation Only,Other
2024,20151,02/21/2024 11:20:00 PM,Bronx,,11,49,MFA,Other - No Fire,No Fire
2024,20152,02/22/2024 06:37:00 AM,Bronx,,6,48,Vehicle,Preliminary Investigation Only,Other
2024,10098,02/22/2024 08:50:00 AM,Manhattan,6,6,13,MD Residential Structure,Candle,Open Flame
2024,30201,02/22/2024 02:53:00 PM,Brooklyn,,17,67,MFA,MFA,No Fire
2024,30202,02/22/2024 04:29:00 PM,Brooklyn,32,2,84,Vehicle,Preliminary Investigation Only,Other
2024,30203,02/22/2024 05:38:00 PM,Brooklyn,,2,88,Commercial Structure,Torch - Legal Use of,Open Flame
2024,77049,02/22/2024 06:30:00 PM,Manhattan,,12,34,Outside Rubbish,Lithium Ion Battery,Electrical
2024,40199,02/23/2024 04:45:00 AM,Queens,,1,114,PD Residential Structure,Preliminary Investigation Only,Other
2024,30204,02/23/2024 04:57:00 AM,Brooklyn,,1,94,Manhole,Preliminary Investigation Only,Other
2024,20153,02/23/2024 10:26:00 AM,Bronx,,11,47,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2024,30205,02/23/2024 11:31:00 AM,Brooklyn,40,7,72,Commercial Structure,Lithium Ion Battery,Electrical
2024,77053,02/23/2024 12:34:00 PM,Queens,,12,103,MD Residential Structure,Incendiary,Incendiary
2024,10099,02/23/2024 02:36:00 PM,Manhattan,,12,33,MD Residential Structure,Lighting Fixture,Electrical
2024,40200,02/23/2024 05:57:00 PM,Queens,54,13,105,Vehicle,Preliminary Investigation Only,Other
2024,30206,02/23/2024 07:10:00 PM,Brooklyn,,17,67,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking
2024,30207,02/23/2024 08:54:00 PM,Brooklyn,43,13,60,MD Residential Structure,Lithium Ion Battery,Electrical
2024,20154,02/23/2024 09:12:00 PM,Bronx,,1,40,Group Home,Incendiary,Incendiary
2024,40201,02/24/2024 01:37:00 AM,Queens,,13,113,Vehicle,Preliminary Investigation Only,Other
2024,30208,02/24/2024 01:54:00 AM,Brooklyn,,8,77,MD Residential Structure,Spontaneous Combustion,Natural Sources
2024,10101,02/24/2024 06:51:00 AM,Manhattan,,5,14,Vehicle,Other Motor,Motors
2024,20155,02/24/2024 07:14:00 AM,Bronx,,8,50,Vehicle,Preliminary Investigation Only,Other
2024,40202,02/24/2024 11:57:00 AM,Queens,,12,103,PD Residential Structure,Fuse/Circuit Breaker Panel,Electrical
2024,20156,02/24/2024 01:01:00 PM,Bronx,,1,40,MD Residential Structure,Incendiary,Incendiary
2024,30209,02/24/2024 01:33:00 PM,Brooklyn,58,16,73,MD Residential Structure,Incendiary,Incendiary
2024,40203,02/24/2024 01:36:00 PM,Queens,,4,110,PD Residential Structure,Preliminary Investigation Only,Other
2024,50036,02/24/2024 04:25:00 PM,Staten Island,,2,121,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,30210,02/24/2024 07:01:00 PM,Brooklyn,,17,67,Vehicle,Preliminary Investigation Only,Other
2024,40204,02/24/2024 07:45:00 PM,Queens,,7,110,Vehicle,Preliminary Investigation Only,Other
2024,30211,02/25/2024 01:18:00 AM,Brooklyn,42,10,68,Vehicle,Incendiary,Incendiary
2024,20157,02/25/2024 01:35:00 AM,Bronx,,3,42,MD Residential Structure,Incendiary,Incendiary
2024,10102,02/25/2024 03:40:00 AM,Manhattan,7,4,13,Commercial Structure,Electrical Wiring,Electrical
2024,40205,02/25/2024 04:52:00 AM,Queens,50,8,107,Vehicle,Preliminary Investigation Only,Other
2024,77050,02/25/2024 06:29:00 AM,Queens,,4,110,MD Residential Structure,Lithium Ion Battery,Electrical
2024,20158,02/25/2024 07:17:00 AM,Bronx,,1,40,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2024,77056,02/25/2024 08:00:00 AM,Queens,,2,110,MD Residential Structure,Incendiary,Incendiary
2024,30212,02/25/2024 08:38:00 AM,Brooklyn,,1,94,Commercial Structure,Motors - Fossil Fuel Powered,Motors
2024,20159,02/25/2024 10:23:00 AM,Bronx,,4,44,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2024,20160,02/25/2024 12:14:00 PM,Bronx,,9,43,Vehicle,Preliminary Investigation Only,Other
2024,40206,02/25/2024 02:54:00 PM,Queens,,8,107,PD Residential Structure,Preliminary Investigation Only,Other
2024,30213,02/25/2024 05:01:00 PM,Brooklyn,33,15,61,PD Residential Structure,Incendiary - Fireworks,Incendiary
2024,20161,02/25/2024 08:49:00 PM,Bronx,,10,45,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2024,40209,02/25/2024 09:47:00 PM,Queens,,8,107,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,70019,02/25/2024 09:53:00 PM,Queens,,8,107,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,40210,02/25/2024 10:05:00 PM,Queens,,8,107,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2024,10103,02/25/2024 11:33:00 PM,Manhattan,,3,9,Vehicle,Preliminary Investigation Only,Other
